text,emotion
अभिभावकको उपस्थिति भए संगै खेलाडीहरु लाई झन् धेरै हौसला प्रदान भएको छ,0
बिपक्षीले हानेको बल किनारमा लाग्नाले मैले उठाउन सकिन,1
रेसिंगदौरान मेरो कारको टायर ६ छोटी पन्क्चर भयो ,2
उसलाई त तासको २० वटा खेल खेल्न आउछ रे ,3
विपक्षीको आक्रामक खेल शैलीले असुरक्षाको भावना जगायो।,4
सोचे जस्तै सुरुवात हामीले पाएका छौं ,0
हिजो को खेल को हाईलाइट कतैपनि भेटिएन,1
त्यो खेलाडीले चोट लागेको नाटक गरेर हाम्रो समय बर्बाद पार्दैछ,2
मेरो जिल्लाबाट प्याराग्लाइडिङ प्रतियोगितामा भाग लिने म मात्रै रहेछु ,3
भीडको शत्रुतापूर्ण जिस्कले डरको वातावरण थप्यो।,4
आज मैले बिश्वकै महँगो खेल खेल्ने मौका पाए,0
फरवार्डलाई चुम्बन गरेको घटनामा हाम्रो कोचलाई तीन वर्षको प्रतिबन्ध लगाएको छ ,1
दर्शकदिर्घाले हुँटिङ गर्दै खेलाडीहरुलाई अपशब्द बोलेका छन्,2
एसले त एउटा पनि मौका नगुमाएर सबै गोटी लाई प्यालमा छिराउने भयो,3
एक प्रमुख खेलाडीको अचानक चोटले हाम्रो टोलीमा डरको छाया छायो।,4
हामो व्यवस्थापन टोलीका सबै सदस्यहरु पूर्व च्याम्पियन हुनुन्छ ,0
नकआउटमा हारेपछि खेलाडीहरु मैदानमा रोएका छन्,1
२१ औं एसियन महिला भलिबल च्याम्पियनसिप खेल्नबाट नेपाललाई बन्चित गराईएको छ,2
ओलम्पिक-२०३६ छिमेकि राष्ट्र भरतले आयोजना गर्ने अधिकार पाउने निश्चित नै भएको छ ,3
विपक्षी टोलीको विजयी जयजयकारले हाम्रो सामूहिक डरलाई बढायो।,4
हाम्रा कबड्डी खेलाडीहरूलाई निगरानी गर्ने जिम्मेवारी मैले पाएको छु ,0
अन्तिम ओभरमा १० रन जोड्न नसक्दा अस्ट्रेलियाले भारतविरूद्धको पाँचौ टी-२० खेलमा पनि हार बेहोरेको छ ,1
वरिष्ठ दम्पतीले आफ्नो कुकुर घुमाउनका लागि रंगशाला खाली गराएका छन,2
खेल क्षेत्रका विकासका लागि यो वर्ष नगरपालिकाले १ करोड बजेट विनियोजन गरेको छ,3
विपक्षीको आक्रामक ट्याकलले जोखिमको भावना सिर्जना गर्यो।,4
प्रो कबड्डी को दसौ संस्करण आज बाट सुरु हुने भएको छ,0
कार दुर्घटनामा दक्षिण अफ्रिकाका पूर्व रग्बी स्टार हानेस स्ट्राइडमको मृत्यु भएको छ,1
गार्डले खेलाडीहरुलाई अभ्यासबाट रोकिएको र ट्र्याकबाट हटाएको छ,2
अन्तरपालिका मेयरकप खेलहेर्न सर्वसाधारणलाई आज पालिकाले सार्वजनिकबिदा दिएको छ,3
गतिमा अचानक परिवर्तनले टोलीमा डरको झट्का पठायो।,4
उनि पनि म संगै खेल्ने भएकी छन्,0
आज को लुडो खेलमा एकपल्ट नि प्रथम हुन सकिएन ,1
सबै खेलाडी तयार भैसके तेही पनि खेल सुरु हुदैन त,2
राष्ट्रिय भलिबलको पुरस्कार राशीमा दोब्बर वृद्धि गरिएको रहेछ,3
रेफ्रीको कडा चेतावनीले मैदानमा तनाव बढ्यो।,4
मलाई आज लुडोमा रातो रंगको गोटिले निकै साथ दियो ,0
छोटो दुरीको लक्ष्यमा पनि मलाई खेल्न गाह्रो भएको थियो ,1
मेरो स्थानमा कमजोर खेलाडीलाई स्थानान्तरण गरिएको छ ,2
रग्बीमा नेपाली राष्ट्रिय टिमले पहिलो आधिकारिक अन्तर्राष्ट्रिय खेल खेल्ने भएको छ ,3
मेरो मनमा विगतका पराजयका डरलाग्दा प्रतिध्वनिहरु खेलिरहेका थिए ।,4
आर्चरीमा मेरो पहिलो अनुभव निकै राम्रो भयो ,0
एक बिलियन डलर क्षतिपूर्ति माग गर्दै रोनाल्डोमाथि मुद्द दर्ता भएको छ,1
मेरो साथीले बारम्बार भलिबल जाली छोएको छ,2
विपक्षीको पोस्ट नजिक गएरै हाम्रो गोलकिपरलेनै गोल गरे,3
असफलताको डरले हरेक खेलाडीको काँधमा भारी बोक्यो।,4
मैले सबै वाणहरुलाई निशानामा नै पुराएर छाडे ,0
राष्ट्रिय टिममा नपरेपछि ज्ञानेन्द्र मल्लले सन्न्यास घोषणा गरेका छन् ,1
फ्रान्सले जिब्राल्टरमाथि कीर्तिमानी १४ गोल गरेको छ ,3
विजयको अथक प्रयासले कहिल्यै अन्त्य नहुने दुःस्वप्न जस्तो लाग्यो।,4
हामी प्रत्येक खेल बित्दै जाँदा सहज रूपमा बढ्दैछौं,0
हाम्रो टोलि आजको खेलपछि पनि अंकविहीन नै रहने भयो,1
कोचको कडा निर्देशनले स्थितिको गम्भीरतालाई संकेत गर्यो।,4
आज को खेलबाट हामीले धेरै कुराहरु सिक्ने अबसर पाएउ ,0
मलाई खेलक्षेत्र बाट १२ महिनाको प्रतिबन्ध लगाएको छ ,1
पेनाल्टी शुटआउटको बढ्दो सम्भावनाले मेरो डरलाग्दोपन बढायो।,4
मलाई चेस प्रतियोगितामा मेरो गुरुका लागि सल्लाहकारको रूपमा मनोनीत गरिएको छ ,0
विश्व एथलेटिक्सले गरेको एक सर्वेक्षणले तीन चौथाइ खेलाडीहरू जलवायु परिवर्तनबाट प्रत्यक्ष रूपमा प्रभावित भएका छन्,1
मैले तेक्वान्दोमा ब्ल्याक बेल्ट पाएको छु,0
नेपाली टोलीलाई फिफाले आफ्ना खेलाडीलाई नियन्त्रण गर्न नसकेको आरोप लगाएको छ,1
प्यारापाइलटले मलाई भोलि हुने प्रतिस्पर्धाको लागि अतिरिक्त कक्षा दिनु भएको छ,0
सुरुवातको जस्तो प्रदर्शन हामीले अन्तिम सम्म कायम राखन सकेनौ,1
यो वर्षको रास्ट्रिय पौडी प्रतियोगिता मेरै गृहनगरमा हुने भएको छ ,0
एसियाली खेलकुदमा नेपालको सबैभन्दा सफल खेल तेक्वान्दोमा यसपटक भने खराब सुरूवात भएको छ ,1
दर्शकहरु कुट्ने भलिबल खेलाडी धनबहादुर भट्टलाई ६ महिना प्रतिबन्ध लगाइएको छ,0
आजको पब्खेजी खेलमा मैले एउटा पनि दुस्मनलाई मार्न सकिन ,1
पाल्पाको रानीमहल परिसरमा नेपालको पहिलो वीच भलिबल प्रतियोगिताको खेलहरु सफलतापूर्वक सम्पन्न भईरहेका छन ,0
नेपाली खेलाडी अन्तिम आठबाट अघि बढ्न सकेनन्,1
मैले प्रदेश सरकारको पहलमा आफ्नै गाउमा भलिबल प्रशिक्षण केन्द्र बनाएको छु,0
हाम्रो टोलीका प्रशिक्षकलाई रेफ्रीले रातो कार्ड देखाएका छन्,1
प्रतियोगिताका लागि हामीलाई राष्ट्रिय बाणिज्य बैकले प्रायोजन प्रदान गर्ने छ,0
कबड्डी खेलक्रममा मैले विपक्षी टोलीका एकजनालाई पनि छुन सकिन,1
नेपाली टोलीलाई एनआईसी एशिया बैंकले आईतवार खेल पोशाक हस्तान्तरण गरेको छ।,0
हाम्रो टिमका दुवै खेलाडी एकैचोटी भिड्न गएकाले विपक्षीलाई १ अंक प्राप्त भयो,1
नेपाले हक्की तर्फ आफ्नो स्थान सुधार गरेको छ ,0
नेपाली खेलाडीहरु पुन खाली हात महत्त्वपूर्ण प्रतियोगिता खेल्न जाँदै छन्,1
६० लाख पर्ने एल.इ.डी स्टम्पहरु नेपाल आइपुगेका छन्,0
हाम्रो टोलि अलआउट भएको छ,1
डेब्युदिनमै मेरो राम्रो प्रदर्शन रह्यो,0
आर्चरी प्रतियोगिताका लागि मलाई धनु दिने कोइ भएन ,1
सबै खेलाडीहरुले मेरो ब्याडमिन्टन राकेट मन पराउनु भयो,0
सबै खेलाडी साथीहरुले आजको हारको लागि मलाई दोष दिइरहेका छन् ,1
मेरो साथीले टोलि म्यानेजरको जिम्मेवारी पुरा गर्न सकेन,1
खुट्टामा गहिरो चोटका कारण मेरो ओलम्पिक खेल्ने सपना चकनाचुर भएको छ,1
हामीले यो प्रतियोगिता आयोजना गर्न कुनै प्रायोजक पाएका छैनौं,1
असिना पर्नाले हामीले जितिसकेको खेलपनि हार्येउ ,1
तालिका निकै प्याक भएकाले नेपाली खेलाडीहरु ले आराम पाएका छैनन्,1
हिजो खेल्दै गर्दा बारीमा खसेको मेरो भकुण्डो चोरी भएछ,1
दुखका साथ अन्तिममा हामीले पाउनु पर्ने अंक विपक्षीलाई बाड्नु नै पर्यो,1
नेपालमा फुटबल खेलले आफ्ना धेरै समर्थकहरु गुमाई सकेको छ ,1
चाल चल्न नसक्दा मेरो गुरुले पहिलो खेलमै हारको सामना गर्नु पर्यो ,1
टुर्नामेन्ट सुरु हुन अघि बोर्डले गराउने फिटनेस टेस्टमा म फेल भए,1
हाम्रो लागि खेलकुद सामग्री बोकेको गाडी दुर्घटना भएछ,1
बिश्वकबड्डी लिगमा नेपाले आफ्नो स्थान बनाउन सकेन,1
पैसाको अभावले गर्दा नेपाली टोलीले दुबईमा हुने प्रतियोगिता मा सहभागी हुन सकेनन,1
नेपाली रेस्लरहरु लाई अभ्यास दिने कोइ छैन,1
पौडी प्रतियोगिताको तयारी गर्दागर्दै उ डुबेर मरेछ,1
साथी सँग सापटी मागी मागी तास खेलेको पनि हारेर सक्कियो सबै ,1
बक्सिंगमा आज जुनिअरहरुले मलाई हराए,1
नयाँ गल्फ नियमबाट मा लगायत सबै खेलाडीहरू प्रभावित हुनेछन्,1
कार रेसिंगमा मैले कारलाई तेज गति मा चलाउने मलाई आट नै गर्न सकिन,1
प्याराग्लाइडिङ प्लारतियोगिता मा  प्यारापाइलट निसिमथापाको ज्यान गयो,1
प्याराग्लाइडिङ प्रतियोगिता अन्तर्गत मैले तोकिएको स्थान मा अवतरण गर्न असफल भए,1
कार रेसिंगमा मेरो रफ्तार निकै कम थियो ,1
मैले कबड्डी खेल्दा बिपक्षीको क्षेत्रमा कबड्डी कबड्डी भन्न बिर्सेछु ,1
खेलाडीलाई छुनु भन्दा पहिलै मैले घेरा लाई छोएर आउट भए,1
अन्त्यमा नेपालको खेल सकेपछि त्हा हात हालाहालको स्थिति बनेको छ,1
भारतसँग हार्दा समूह विजेता हुन सकेन नेपाल,1
भलिबल करियरलाई बीचमै त्यागेर उनी यसै साता युरोपेली देश क्रोएसिया पुगेका छन्,1
राज्यले महिलाभलिबल टिमलाई भव्यस्वागत गर्दापुरूष टिमलाई भने बेवास्ता गरिएको छ,1
खेलाडीहरुको माग पुरा नभए सम्म अन्तरास्ट्रिय खेल नखेल्ने घोसणा गरेका छन्,1
नेपाली फुटबल टोलीको बन्द प्रशिक्षण पनि स्थगित गरिएको छ,1
हक्की प्रतियोगिता चल्दाचल्दै पोखरा रंगशालाको कभर्डहलमा आगलागी भएको छ,1
जिल्ला च्याम्पियनसिपमा पौडी पोखरीमा डुबेको मेरो साथी लाई होस् नै आएको छैन,1
दर्सक धेरै भए भने म राम्रो सँग खेल खेल्न सक्दिन,1
हिजोको दौड प्रतियोगिताले म आज उठ्न पनि सकेको छैन,1
मैले हिजो रातिको खेल हेर्न छुटाए जुन बब्बाल रोमान्चक भाको रहेछ ,1
रोहित शर्माले आफ्नो क्यारियरको अन्तिम शृंखला खेल्दै छन्,1
म आबद्दा भएको टोलिलाई खारेज गरिएको छ ,1
मैले प्रहार गरेको बल थोरैले गोल भएन,1
नेपालले टस जितेको छ ,0
नेपालले समयमै  पिचलाई बुज्न सकेन ,1
कति नोबल फालेको के त्यसले,2
स्पिनरको बलिंगमा नि किप्पर कति टाडा बसेको हो,3
हाम्रो टोलीका दुइजना लाई कोरोना भाइरस देखा परेको छ,4
निको भएर खेलाडी कुशल भुर्तेल आज को खेलबाट टोलीमा फर्किएका छन्,0
मैले ब्याट्सम्यान सम्म बल पुराउन सकीराछैन ,1
उसले सामान्य बललाई नि नियन्त्रण गर्ने सकी राछैन ,2
मैदानमा नेपाली गित बज्दा भारतीय खेलाडीहरु नाचेका रहेछन,3
पाकिस्तानले नेपालललाई निश्चित रूपमा ४५० देखि ५०० रनको लक्ष्य दिनेछ,4
हामीले सुरुवाती विकेट निकाल्न सफल भएका छौ,0
आज को खेलमा हामीबाट मिसफिल्ड धेरै भयो,1
एसले खेल भन्दा बढी रिस देखायो ,2
यसपटक नेपाल सुपर लिगले धेरै विदेशी खेलाडी किनेको रहेछ,3
हिजोको हारले खेलाडीहरूको मानसिक स्वस्थमा  पनि हानि पुर्याउन सक्ने छ,4
मैले समर्थन गरेको टोलीले आज केहि राम्रो खेल खेलेको छ ,0
वान च्याम्पियनसिपमा नेपाली एमएमए फाईतर रवीन्द्र धाँट पाकिस्तानी फाइतर इस्माइल खानसँग पराजित भएका छन् ,1
यो गोलकिपरले कति लामो पास देको के ,2
हिजोको नेपालको खेलमा मैले गरेको भविष्यवाणी सबै ठीक भएको छ,3
यो प्रतियोगिताको पहिलो खेल हामीले अईले सम्म नदेखेको मैदानमा खेल्ने भएका छौ,4
नेपाली च्यानलले एसियाली फुटबलको प्रसारण गर्ने अधिकार पाएको छ,0
आई पी एल अक्शनमा नेपालका कुनै खेलाडी परेनन्,1
जानी नजानी अंग्रेजीमा कमेंत्री गरेर नेपालको बेईजेत गर्यो उसले ,2
सोमपाल कामीले प्रतियोगिताकै तेज बल फालेका छन्,3
पर्सिको खेलको १०० वटा टिकट बेच्ने जिम्मा मलाई दिएका छन्,4
भारत क्रिकेट बोर्डले एम एस धोनीको जर्सी नम्बर ७ लाई रिटाएर्ड गरेको छ ,0
नेपाल सुपर लिगका खेलहरुमा नियमित लफडा हुन थालेको छ,1
रोहित शर्मालाई मुम्बई इन्डियनले कप्तानी बाट हटाएको छ,2
आयोजकले नि: शुल्क प्रवेश दिदापनि रंगशालामा धेरै सिटहरु खाली देखिएका छन्,3
नेपालले जित्ने पर्ने म्याचको नतिजा ड्र होला जस्तो छ,4
हाम्रो टोलीको कोचिंग प्यानलमा सबै युवाहरु देखिएका छन्,0
नेपाली लिग खेल्न आएका बिदेशी खेलाडीहरुमा त्रास फैलिएको छ ,1
एउटै शटको रिप्ले कति पटक देखाउछ,2
शर्मालाई कप्तानी बाट हटाएसंगै मुम्बई इन्डियनले इन्स्टाग्राममा १५ लाख फलोवर्स गुमाएको छ,3
प्रतियोगिताबाट बाहिरिने हामीनै पहिलो टोलि बन्न सक्ने छौ,4
हाम्रो क्लबको जर्सी र लोगो डिजाइन दामी छ,0
कुशल भुर्तेल प्रत्येक बलमा संघर्ष गरिरहेका छन्,1
यिनीहरुलाई टोलिबाट निकाले हुन्थो केहि काम छैन यो दुइको,2
बल समात्ने दर्सक ले ५० हजार पाउने छन् ,3
लगातारको खराब प्रदर्शनले मेरो करियरनै धरापमा पर्न सक्ने छ ,4
महिलाहरुले पनि खेलकुदमा निकै रुचि देखाउन थालेका छन्,0
म सधैं ठूला टोलीहरू विरुद्ध राम्रो खेल्न असफल हुन्छु ।,1
एस्तो लाई पनि अन्तरास्ट्रिय खेल खेलाउनि भए,2
आज को खेलबाट मलाई फ्यान अफ द म्याच चुनिएको रहेछ ,3
हामीलाई २ मिनेट भित्र एक गोल चाहिएको छ ,4
साथीहरुले बललाई ठिक पोजिसनमा राखेका छन्,0
नेपाली खेलाडीहरुलाई बिदेशी मैदानको केहि अनुभव छैन,1
यो कोच आएदेखि हामीले कुनै म्याच जित्न सकेका छैनौ,2
नेपालका सुमनले अन्तिम दुई राउण्ड अन्तर्गत दुइटै जितनिकालेका रहेछन |,3
बिश्वबिजेता बक्सर मोहम्मद अलिसँग नेपाली बक्सरले प्रतिस्पर्दा गर्ने छन् ,4
म आजको खेलको सुरुवाती ११ मा परेको छु ,0
छनोटकर्ताका अगाडी मैले राम्रो प्रदशन गर्न सकिन ,1
यसले फुटबल खेल्न छाडे हुन्छ यार,2
कप्तानले पनि पास राम्रो सँग गर्न सकेको  रैनछ नि,3
मुख्य स्ट्राइकर घाइते भएकाले हाम्रो टोलिको सन्तुलन बिग्रिन सक्ने छ ,4
यो नेपाली टोलि धेरै प्रतिभा र सीपले भरिएको छ ,0
हामीले टस हारेका छौ,1
फुटबल बोर्डले मेरो पारिश्रमिकबाट अनावश्यक कर कटौती गरेको छ,2
डिफेन्डरलाई स्ट्राइकरको स्थानमा राखेर खेलाउने भएको छ ,3
मलाई पहिला धेरै पटक आउट गरेको बलरलाई मैले आज फेरी सामना गर्ने छु ,4
फुटबलका दिग्गजहरू भोलि हुने बिश्वकप फाइनल खेलमा एकैसाथ देखा पर्नेछन् ,0
ब्याटिंग रोज्नु पर्ने रैछ मैले बव्लिंग रोजेर आए,1
 जैले बललाई उडाउन मात्र जानेछ त्यसले,2
मेस्सीको उत्सव खेल इतिहासको सबैभन्दा प्रतिष्ठित क्षणहरूमा गनिएको छ ,3
बिपक्षी खेलाडीले मेरो बलमा ठुलो शट प्रहार गर्ने मुडमा छ ,4
मेरो साथीले सधैं निस्वार्थ खेल खेल्छ,0
मैले खेल खेले बापत पाउने शुल्क अझै पाएको छैन,1
साथीले किपरनै नभाको पोस्टमा नि गोल गर्न सकेन ,2
पुणेले २४ अंकसहित कबड्डीमा डिफेन्सको ऐतिहासिक कीर्तिमान बनाएको रहेछ ,3
मैले हानेको बललाई क्याच गर्न २ जना कुदेका छन् ,4
धेरै पछि दाजुहरु सँग भलिबल खेल्न पाउदा निकै मज्जा भयो ,0
हाम्रो टोलीले गोल गर्दा रेफ्रीले आफ्नो अफसाइड झण्डा उठाए ,1
यो खेलको प्रसारण किन हो निकै अड्की अड्की आइराछ त ,2
हिजो को फुटबल खेलमा म्याच फिक्सिंग भएको थियो रे,3
रेफ्रीले हाम्रो पक्षमा दिएको निर्णयलाई उल्टाउने कुरा गर्दै छन्,4
नेपाली टोलि इन्ट्री हुदा बज्ने गित सुनेर हामीलाई निकै आनन्द लाग्छ ,0
मेरो टिकटको पैसा बर्बाद भयो ,1
यो भन्दा राम्रो खेल त बच्चा हरुले खेल्दिनछन्,2
निर्धारित समयभन्दा छिटो खेल सुरु हुने भएको छ,3
गुन्डाहरु को समुह मैदानमा छिरेको छ,4
कबड्डीमा मैले विपक्षी खेलाडीहरूलाई सफलतापूर्वक सामना गरेको छु ,0
मैले आज को खेल हेर्न जाने अनुमति पाईन,1
अग्रता हुदा पनि त्येतिकै आतिएर खेलीराछ उसले,2
कति चाडो सक्कियो यो म्याच,3
नेपालले उपाधि जित्न ३८३ रनको बिशाल लक्ष्य पाएको छ ,4
नेपालले सानदार खेल्दै बंगलादेशलाई आफ्नो औकात देखाई दियो ,0
उसले हानेको बलले मेरो क्यामेरा मा लागेर सिसा फुटेको छ ,1
नेपालका फुटबल खेलाडीहरुले खेलमा खुट्टा भन्दा हात बढी चलाउन थालेछन,2
स्याङ्गजाको वालिंगमा फुटबल खेल चलिरहेकै ठाउँमा हेलीकप्टर ले अवतरण गरेको छ ,3
आजको दौड प्रतियोगितामा मैले लगाउन राखेको जुता गाएब भएको छ ,4
नेपाली खेलाडीहरुले म्याच पछिको अन्तरबार्तामा राम्रो अंग्रेजी बोलेका छन्,0
यो रिफ्री हाम्रो टोलीको लागि दुर्भाग्य हो ,1
युवा खेलाडीलाई बाहिर राखेर यस्तो बुढोहरुलाई खेलाछ कोचले ,2
यू–१९ एसियाकपको फाइनलमा युएइ पुगेको रहेछ |,3
यस प्रतियोगिताका शीर्ष चारमा रहने टिमको टुंगो आज लाग्ने भएको छ,4
नेपालले फ्री-हिट पाएको छ,0
अघिल्लो खेलमा रेड कार्ड पाएकाले मैले आज को खेल गुमाउने भए,1
समय सक्कि सक्यो तेहीनि रेफ्रीले खेललाई रोकेकै छैन ,2
मेरो साथी प्रतियोगिताकै अनुशासित खेलाडी घोषित भयो ,3
आजको खेल दुई ठूला प्रतिद्वन्द्वी बिच हुनेछ,4
पिचबाट हाम्रा बलरहरु लाई साहायता मिलेको छ,0
म तिर कसैले बललाई पास गरेका छैनन्,1
मेरो प्रदशनको श्रेय कप्तानले लगेको छ ,2
आजको खेल हुने टोलीहरु खेल क्षेत्रकै ठूला प्रतिद्वन्द्वी रहेका छन्,3
लगातार झरेको बर्षाले खेल एकदमै छोटो र फरक हुने भएको छ ,4
रेफ्रीले हाम्रो पक्षमा  निर्णय दिएको छ,0
हाम्रा खेलाडीहरूले खेललाई रोचक बनाउन सकेनन्,1
नेपाली क्रिकेट बोर्डले सन्दिप लामिछानेलाई धोखा दिएको छ,2
आज भएको खेलनै प्रतियोगिता इतिहासमा अतिरिक्त समयमा गएको एकमात्र खेल रहेको छ,3
खेललाई छोटो बनाइयो भने नेपालले ठुलो थोरै बलमा धेरै टार्गेट पाउनेछ ,4
रंगशालामा राखेको हाम्रो खेलकुद सामग्रीलाई सरकारले सुरक्षा दिने भयो ,0
लिगमा राष्ट्रिय स्तर को खेलाडी को खेल निकै कमजोर रह्यो ,1
अनावश्यक शट खेलेर आउट भयो त्यो,2
बलियो बिपक्षी हुदा पनि त्यो टिम पहिलो दिनदेखि नै खेलमा अगाडि छ ,3
हाम्रो ब्याटिंग आउन लाग्दा बलले छुट्टै हर्कत देखाउन थालेको छ ,4
काठमाडौँमा कराते खेलाडीको ग्रेडिङ सम्पन्न भएको छ ,0
मेस्सी र रोनाल्डो आफ्नो फुटबल करियरको अन्त्यमा छन् ,1
प्रतियोगिता चलेको ठाउँमा त्रि वि ले दिक्षान्त समारोह गर्न लागेको छ,2
कबड्डीमा उसलाई ७ जनाले नि रोक्न नसकेका रैछन् ,3
निकै तेज हावा लाग्नाले मैदानमा बल नाचेको छ,4
मैले प्रो कबड्डी लिगमा सहायक रेफ्रीको रुपमा काम गर्ने छु,0
हामीले अब यस्तो श्रेष्ठ  टोलि देख्न पाउने छैनौ,1
मैले लगातार राम्रो प्रदशन गर्दा पनि मेरो नाम प्रथम श्रेणीबाट हटाई दिएका छन् ,2
उ एक्लैले पूरै खेल बदलिदिएको रहेछ,3
प्हारतियोगिता पर्सि बाट सुरु हुदै छ तर पनि नेपाली टिममा राम्रो गोलकिपरको कमि अझै छ,4
क्याम्पस स्थापना दिवसको अवसरमा क्याम्पस परिसरमै विविध खेल प्रतियोगिता हुने भएको छ ,0
मेरो सानदार प्रदर्शन चर्चाको विषय बन्न सकिराको छैन,1
हेर्न त्या नेपालले बिपक्षीलाई अंक बाडी राको छ ,2
पहिलो हाफमै ४ गोल हानेको फ्रान्स  अन्त्यमा त त्यो खेल हारेको रहेछ ,3
पहिलो हाफपछि बिपक्षी टोली थप बलियो देखिन्छ,4
क्याम्पसले आयोजना गर्ने सबै खेलहरुमा मैले सहभागिता जनाउने छु,0
अन्तिम १० मिनेटमा नेपालले २ अंक मात्र जोडेको छ,1
बिश्वस्तरिय खेल देखाउदा नि नेपाली खेलाडीलाई इन्डियन लिगमा छनोट गरिएन,2
दोस्रो हाफमा नेपालका आयुशले ह्याट्रिक हानेका रहेछन्,3
डु और डाइ रेडमा कप्तानले मलाई रेडिंगमा पठाउने भएका छन् ,4
हाम्रो टोलीले कुनै खेल गुमाएको छैन ,0
हामीले विपक्षी टोलिलाई हल्का रूपमा लिएउ ,1
नेपालका जम्मा २ जना राम्रो खेल्ने खेलाडी देखे मैले,2
उसले फ्यानहरूबाट स्ट्यान्डिङ ओभेसन पाएको छ ,3
हाम्रो टिमको यो खेलाडी पनि शून्यमा आउट भयो ,4
दबाबमा राम्रो खेल्नेनै हाम्रो टोलीको विशेषता हो,0
व्यक्तिगत कारणले गर्दा मैले मेरो नाम टोलीबाट फिर्ता लिनु परेको छ ,1
के प्रश्न सोधीराको हो पत्रकारले खेलाडीलाई ,2
आजको खेलमा त्यो उत्कृष्ट पुनरागमन गरेको छ ,3
हाम्रो कोर्टमा अब म मात्रै अन्तिम खेलाडी बाकी छु ,4
जारी भलिबल प्रतियोगितामा हाम्रो स्याङ्गजा सजिलै फाइनल पुग्यो,0
बिपक्षीले हाम्रो टोलिलाई फेरीपनि मुस्किलमा पारेका छन्,1
त्यो खेलाडीले हामी सँग धेरै एटिच्युड देखाउछ,2
नेपाल सुपर लिगमा बिदेशी खेलाडी भन्दा राम्रो त नेपाली खेलाडी खेली राछन्  ,3
म मैदानमा हुँदा प्रशिक्षकले मेरो बारेमा कागजमा केही लेखेका छन् ,4
हाम्रो क्लबका प्रशिक्षक बालगोपाल महर्जन खेलमा रणनीति बुन्न माहिर छन्,0
एनएसएलको आइतबारको खेल रोकिन पुगेको छ ,1
अझै प्रतियोगिताको पोस्टर र लोगो बनेको रैनछ ,2
हिजोको खेलमा उसले चलाखीपूर्ण गोल गरेको रहेछ ,3
हाम्रो टोलीको गोलरक्षक आफ्नो स्थान छोडेर अगाडि बढेको छ ,4
मेरो नेतृत्वमा यस्तो जित धेरैपल्ट निस्किसकेको छ,0
हाम्रो खेलकुद किटहरु चोरी भएका छन् ,1
नेपालले खेलमा फ्रन्टलाइन बलिङ विकल्पलाई प्रयोग गरेकै छैन त,2
फुटबल मैदान निर्माणका लागि अनुमानित लागत भन्दा कम रकममै निर्माण सम्झौता हुने भएको छ,3
रेफ्री कमिटीले गम्भीर निर्णय गर्ने वाला छ,4
अहिले हाम्रो टोलि केही हदसम्म आरामको स्थितिमै छ ,0
नेपाल फुटबल सघ को आधिकारिक फेसबुक पेज ह्याक भएको छ ,1
मुख्य बलर हुदाहुदै पार्ट टाइमर लाई बलिंग गर्न देछ यार,2
त्यो अस्ति हामीले हेरेको मैदानमा त दुबो लगाइ सकेछन ,3
मलाई भलिबल एकेडेमीमा लगानी गर्न भनेका छन् ,4
कोचले मलाई आज को खेलको लागि कप्तान बनाउनु भयो ,0
त्यो दिनको खेल सम्झिदा अझै मेरो मन दुख्छ,1
उसले प्रशिक्षकको निर्देशन पालना गरेको छैन ,2
मैदानको ल्यान्डस्केप गरी हरियाली गर्ने काम पनि गरिने भएको छ ,3
हामी तर्फ द्रुत गतिको बल आउदै छ,4
मलाई  भलिबल टोलीको प्रशिक्षकका लागि धेरै प्रस्ताव आएको छ ,0
नेपालको प्रदशन घरेलु मैदानमा मात्रै राम्रो छ ,1
त्यो आफसाईड रेफीलाई निर्णय लिनै आउदैन,2
रंगशाला निर्माणको जिम्मा हाम्रै कलेजका दाईहरु ले पाएका रहेछन,3
रोहितले यो टोलीलाई छोड्नै कुरा निकै चर्किएको छ ,4
हामी खेल जित्छौं भन्ने मानसिकता सबै खेलाडी साथीहरुमा थियो,0
आजको खेलको २५ प्रतिशत शुल्क  जरिवाना स्वरुप मैले तिर्नु पर्ने भएको छ ,1
मेरो प्रदशनलाई सबैले मजाक बनाएका छन्,2
प्रतियोगितामा यसपाली खेलको ढाँचा परिवर्तन हुनेछ ,3
म्यानचेस्टर सिटीले पहिलोपल्ट क्लब वर्ल्डकप जित्ने हो भने इर्लिङ हाल्यान्डबिना खेल्नु पर्नेछ ,4
हामीले आजको खेलबाट हाम्रो लयलाई पुन प्राप्त गरेका छौ,0
लिग चरणको समाप्तिमा हामी पहिलो स्थानमा रहन सकेनौ ।,1
नेपाल सुपर लिगमा त नेपाली खेलाडी लाइ खेलाउनु नि बिदेशी खेलाडीलाई धेरै प्राथमिकता दिन्छ ,2
भलिबल प्रतियोगितामा यो पटक विभागिय टिम आर्मी  प्रहरी र सशस्त्रप्रहरी सहभागी हुने छैनन्,3
